id,text,sentiment
1434,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1435,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1436,The food was absolutely delicious and the service was excellent.,Positive
1437,"The drinks were amazing, and the presentation was beautiful.",Positive
1438,Everything from the appetizers to the main course was perfect!,Positive
1439,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1440,Everything from the appetizers to the main course was perfect!,Positive
1441,I left the restaurant hungry because the portions were too small.,Negative
1442,"It was okay, nothing too special about the experience.",Neutral
1443,"The ambiance was too noisy, and it ruined the meal.",Negative
1444,"Food was served quickly, but the taste was just alright.",Neutral
1445,The food was absolutely delicious and the service was excellent.,Positive
1446,Completely overpriced for the quality of food served.,Negative
1447,"It was okay, nothing too special about the experience.",Neutral
1448,The live music added a lovely touch to the meal.,Positive
1449,"The food was inedible, and I felt sick afterward.",Negative
1450,"The food was inedible, and I felt sick afterward.",Negative
1451,The live music added a lovely touch to the meal.,Positive
1452,The staff ignored us for most of the evening.,Negative
1453,A fantastic experience overall! Highly recommend trying the steak.,Positive
1454,The live music added a lovely touch to the meal.,Positive
1455,Everything from the appetizers to the main course was perfect!,Positive
1456,"The portions were generous, and the flavors were rich and satisfying.",Positive
1457,"The food was inedible, and I felt sick afterward.",Negative
1458,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1459,The meal was average; I've had better at cheaper places.,Neutral
1460,"The decor was fine, but nothing extraordinary.",Neutral
1461,"Prices were reasonable, but the quality was lacking.",Neutral
1462,Everything from the appetizers to the main course was perfect!,Positive
1463,The meal was average; I've had better at cheaper places.,Neutral
1464,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1465,"The drinks were amazing, and the presentation was beautiful.",Positive
1466,"The decor was fine, but nothing extraordinary.",Neutral
1467,I left the restaurant hungry because the portions were too small.,Negative
1468,The food was absolutely delicious and the service was excellent.,Positive
1469,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1470,It was worth every penny for such an incredible dining experience.,Positive
1471,"Service was neither bad nor great, just average.",Neutral
1472,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1473,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1474,Everything from the appetizers to the main course was perfect!,Positive
1475,"The ambiance was too noisy, and it ruined the meal.",Negative
1476,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1477,A fantastic experience overall! Highly recommend trying the steak.,Positive
1478,"The food was inedible, and I felt sick afterward.",Negative
1479,"The ambiance was too noisy, and it ruined the meal.",Negative
1480,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1481,The waitstaff was incredibly friendly and accommodating.,Positive
1482,Everything from the appetizers to the main course was perfect!,Positive
1483,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1484,The staff ignored us for most of the evening.,Negative
1485,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1486,"The portions were generous, and the flavors were rich and satisfying.",Positive
1487,"The portions were generous, and the flavors were rich and satisfying.",Positive
1488,The overall experience was mediocre at best.,Neutral
1489,"The decor was fine, but nothing extraordinary.",Neutral
1490,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1491,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1492,"The restaurant was dirty, and the tableware was not clean.",Negative
1493,A fantastic experience overall! Highly recommend trying the steak.,Positive
1494,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1495,The waitstaff was incredibly friendly and accommodating.,Positive
1496,"The ambiance was too noisy, and it ruined the meal.",Negative
1497,The staff ignored us for most of the evening.,Negative
1498,"It was okay, nothing too special about the experience.",Neutral
1499,"The food was inedible, and I felt sick afterward.",Negative
1500,"Food was served quickly, but the taste was just alright.",Neutral
1501,The waitstaff was incredibly friendly and accommodating.,Positive
1502,The staff ignored us for most of the evening.,Negative
1503,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1504,"The ambiance was too noisy, and it ruined the meal.",Negative
1505,The staff ignored us for most of the evening.,Negative
1506,"The portions were generous, and the flavors were rich and satisfying.",Positive
1507,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1508,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1509,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1510,"The drinks were amazing, and the presentation was beautiful.",Positive
1511,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1512,The staff ignored us for most of the evening.,Negative
1513,"Service was neither bad nor great, just average.",Neutral
1514,A fantastic experience overall! Highly recommend trying the steak.,Positive
1515,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1516,"Service was neither bad nor great, just average.",Neutral
1517,The meal was average; I've had better at cheaper places.,Neutral
1518,A fantastic experience overall! Highly recommend trying the steak.,Positive
1519,"The drinks were amazing, and the presentation was beautiful.",Positive
1520,The overall experience was mediocre at best.,Neutral
1521,Completely overpriced for the quality of food served.,Negative
1522,The meal was average; I've had better at cheaper places.,Neutral
1523,A fantastic experience overall! Highly recommend trying the steak.,Positive
1524,The overall experience was mediocre at best.,Neutral
1525,"The portions were generous, and the flavors were rich and satisfying.",Positive
1526,"The restaurant was dirty, and the tableware was not clean.",Negative
1527,"It was okay, nothing too special about the experience.",Neutral
1528,"The decor was fine, but nothing extraordinary.",Neutral
1529,The meal was average; I've had better at cheaper places.,Neutral
1530,Completely overpriced for the quality of food served.,Negative
1531,"The portions were generous, and the flavors were rich and satisfying.",Positive
1532,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1533,The staff ignored us for most of the evening.,Negative
1534,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1535,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1536,"Food was served quickly, but the taste was just alright.",Neutral
1537,A fantastic experience overall! Highly recommend trying the steak.,Positive
1538,"The drinks were amazing, and the presentation was beautiful.",Positive
1539,"The decor was fine, but nothing extraordinary.",Neutral
1540,"Food was served quickly, but the taste was just alright.",Neutral
1541,The waitstaff was incredibly friendly and accommodating.,Positive
1542,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1543,I left the restaurant hungry because the portions were too small.,Negative
1544,"The ambiance was too noisy, and it ruined the meal.",Negative
1545,It was worth every penny for such an incredible dining experience.,Positive
1546,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1547,"It was okay, nothing too special about the experience.",Neutral
1548,"Service was neither bad nor great, just average.",Neutral
1549,The staff ignored us for most of the evening.,Negative
1550,"Food was served quickly, but the taste was just alright.",Neutral
1551,"The decor was fine, but nothing extraordinary.",Neutral
1552,"The ambiance was too noisy, and it ruined the meal.",Negative
1553,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1554,"Prices were reasonable, but the quality was lacking.",Neutral
1555,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1556,"Service was neither bad nor great, just average.",Neutral
1557,"The drinks were amazing, and the presentation was beautiful.",Positive
1558,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1559,I left the restaurant hungry because the portions were too small.,Negative
1560,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1561,"The decor was fine, but nothing extraordinary.",Neutral
1562,"The decor was fine, but nothing extraordinary.",Neutral
1563,The meal was average; I've had better at cheaper places.,Neutral
1564,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1565,Completely overpriced for the quality of food served.,Negative
1566,The live music added a lovely touch to the meal.,Positive
1567,It was worth every penny for such an incredible dining experience.,Positive
1568,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1569,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1570,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1571,"Food was served quickly, but the taste was just alright.",Neutral
1572,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1573,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1574,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1575,The staff ignored us for most of the evening.,Negative
1576,The meal was average; I've had better at cheaper places.,Neutral
1577,"Prices were reasonable, but the quality was lacking.",Neutral
1578,"Prices were reasonable, but the quality was lacking.",Neutral
1579,The overall experience was mediocre at best.,Neutral
1580,The staff ignored us for most of the evening.,Negative
1581,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1582,The overall experience was mediocre at best.,Neutral
1583,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1584,Everything from the appetizers to the main course was perfect!,Positive
1585,"The restaurant was dirty, and the tableware was not clean.",Negative
1586,"The portions were generous, and the flavors were rich and satisfying.",Positive
1587,"The portions were generous, and the flavors were rich and satisfying.",Positive
1588,The staff ignored us for most of the evening.,Negative
1589,"The decor was fine, but nothing extraordinary.",Neutral
1590,The food was absolutely delicious and the service was excellent.,Positive
1591,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1592,The live music added a lovely touch to the meal.,Positive
1593,Completely overpriced for the quality of food served.,Negative
1594,"The ambiance was too noisy, and it ruined the meal.",Negative
1595,"The ambiance was too noisy, and it ruined the meal.",Negative
1596,It was worth every penny for such an incredible dining experience.,Positive
1597,"The decor was fine, but nothing extraordinary.",Neutral
1598,"Prices were reasonable, but the quality was lacking.",Neutral
1599,Completely overpriced for the quality of food served.,Negative
1600,The waitstaff was incredibly friendly and accommodating.,Positive
1601,It was worth every penny for such an incredible dining experience.,Positive
1602,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1603,The meal was average; I've had better at cheaper places.,Neutral
1604,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1605,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1606,"Food was served quickly, but the taste was just alright.",Neutral
1607,The live music added a lovely touch to the meal.,Positive
1608,"Service was neither bad nor great, just average.",Neutral
1609,The meal was average; I've had better at cheaper places.,Neutral
1610,"Food was served quickly, but the taste was just alright.",Neutral
1611,The meal was average; I've had better at cheaper places.,Neutral
1612,"It was okay, nothing too special about the experience.",Neutral
1613,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1614,The waitstaff was incredibly friendly and accommodating.,Positive
1615,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1616,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1617,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1618,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1619,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1620,The overall experience was mediocre at best.,Neutral
1621,"Food was served quickly, but the taste was just alright.",Neutral
1622,"The drinks were amazing, and the presentation was beautiful.",Positive
1623,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1624,"The drinks were amazing, and the presentation was beautiful.",Positive
1625,"It was okay, nothing too special about the experience.",Neutral
1626,"The ambiance was too noisy, and it ruined the meal.",Negative
1627,It was worth every penny for such an incredible dining experience.,Positive
1628,The staff ignored us for most of the evening.,Negative
1629,"It was okay, nothing too special about the experience.",Neutral
1630,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1631,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1632,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1633,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1634,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1635,"Service was neither bad nor great, just average.",Neutral
1636,It was worth every penny for such an incredible dining experience.,Positive
1637,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1638,I left the restaurant hungry because the portions were too small.,Negative
1639,"The restaurant was dirty, and the tableware was not clean.",Negative
1640,The staff ignored us for most of the evening.,Negative
1641,The staff ignored us for most of the evening.,Negative
1642,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1643,"Service was neither bad nor great, just average.",Neutral
1644,"Prices were reasonable, but the quality was lacking.",Neutral
1645,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1646,"The ambiance was too noisy, and it ruined the meal.",Negative
1647,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1648,The meal was average; I've had better at cheaper places.,Neutral
1649,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1650,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1651,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1652,The staff ignored us for most of the evening.,Negative
1653,"Prices were reasonable, but the quality was lacking.",Neutral
1654,"The portions were generous, and the flavors were rich and satisfying.",Positive
1655,"The decor was fine, but nothing extraordinary.",Neutral
1656,It was worth every penny for such an incredible dining experience.,Positive
1657,Completely overpriced for the quality of food served.,Negative
1658,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1659,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1660,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1661,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1662,"Food was served quickly, but the taste was just alright.",Neutral
1663,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1664,"It was okay, nothing too special about the experience.",Neutral
1665,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1666,"The drinks were amazing, and the presentation was beautiful.",Positive
1667,Completely overpriced for the quality of food served.,Negative
1668,I left the restaurant hungry because the portions were too small.,Negative
1669,"Food was served quickly, but the taste was just alright.",Neutral
1670,"Food was served quickly, but the taste was just alright.",Neutral
1671,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1672,"The portions were generous, and the flavors were rich and satisfying.",Positive
1673,Everything from the appetizers to the main course was perfect!,Positive
1674,"It was okay, nothing too special about the experience.",Neutral
1675,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1676,"The food was inedible, and I felt sick afterward.",Negative
1677,It was worth every penny for such an incredible dining experience.,Positive
1678,I left the restaurant hungry because the portions were too small.,Negative
1679,Completely overpriced for the quality of food served.,Negative
1680,"The portions were generous, and the flavors were rich and satisfying.",Positive
1681,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1682,"The restaurant was dirty, and the tableware was not clean.",Negative
1683,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1684,I left the restaurant hungry because the portions were too small.,Negative
1685,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1686,The meal was average; I've had better at cheaper places.,Neutral
1687,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1688,"It was okay, nothing too special about the experience.",Neutral
1689,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1690,The meal was average; I've had better at cheaper places.,Neutral
1691,The meal was average; I've had better at cheaper places.,Neutral
1692,Everything from the appetizers to the main course was perfect!,Positive
1693,"The ambiance was too noisy, and it ruined the meal.",Negative
1694,"The restaurant was dirty, and the tableware was not clean.",Negative
1695,"The ambiance was too noisy, and it ruined the meal.",Negative
1696,The staff ignored us for most of the evening.,Negative
1697,"The portions were generous, and the flavors were rich and satisfying.",Positive
1698,Everything from the appetizers to the main course was perfect!,Positive
1699,The food was absolutely delicious and the service was excellent.,Positive
1700,"The restaurant was dirty, and the tableware was not clean.",Negative
1701,"The food was inedible, and I felt sick afterward.",Negative
1702,Completely overpriced for the quality of food served.,Negative
1703,The waitstaff was incredibly friendly and accommodating.,Positive
1704,"The food was inedible, and I felt sick afterward.",Negative
1705,"Prices were reasonable, but the quality was lacking.",Neutral
1706,The overall experience was mediocre at best.,Neutral
1707,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1708,"The drinks were amazing, and the presentation was beautiful.",Positive
1709,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1710,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1711,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1712,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1713,"The restaurant was dirty, and the tableware was not clean.",Negative
1714,"The drinks were amazing, and the presentation was beautiful.",Positive
1715,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1716,"The food was inedible, and I felt sick afterward.",Negative
1717,The staff ignored us for most of the evening.,Negative
1718,"Food was served quickly, but the taste was just alright.",Neutral
1719,A fantastic experience overall! Highly recommend trying the steak.,Positive
1720,The overall experience was mediocre at best.,Neutral
1721,"The food was inedible, and I felt sick afterward.",Negative
1722,"The restaurant was dirty, and the tableware was not clean.",Negative
1723,"Food was served quickly, but the taste was just alright.",Neutral
1724,"Prices were reasonable, but the quality was lacking.",Neutral
1725,A fantastic experience overall! Highly recommend trying the steak.,Positive
1726,I left the restaurant hungry because the portions were too small.,Negative
1727,"The restaurant was dirty, and the tableware was not clean.",Negative
1728,The live music added a lovely touch to the meal.,Positive
1729,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1730,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1731,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1732,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1733,The overall experience was mediocre at best.,Neutral
1734,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1735,I left the restaurant hungry because the portions were too small.,Negative
1736,"It was okay, nothing too special about the experience.",Neutral
1737,A fantastic experience overall! Highly recommend trying the steak.,Positive
1738,I left the restaurant hungry because the portions were too small.,Negative
1739,A fantastic experience overall! Highly recommend trying the steak.,Positive
1740,It was worth every penny for such an incredible dining experience.,Positive
1741,"It was okay, nothing too special about the experience.",Neutral
1742,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1743,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1744,"The food was inedible, and I felt sick afterward.",Negative
1745,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1746,The waitstaff was incredibly friendly and accommodating.,Positive
1747,The meal was average; I've had better at cheaper places.,Neutral
1748,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1749,"The drinks were amazing, and the presentation was beautiful.",Positive
1750,"The food was inedible, and I felt sick afterward.",Negative
1751,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1752,The meal was average; I've had better at cheaper places.,Neutral
1753,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1754,Everything from the appetizers to the main course was perfect!,Positive
1755,The meal was average; I've had better at cheaper places.,Neutral
1756,"The portions were generous, and the flavors were rich and satisfying.",Positive
1757,The live music added a lovely touch to the meal.,Positive
1758,I left the restaurant hungry because the portions were too small.,Negative
1759,The food was absolutely delicious and the service was excellent.,Positive
1760,"The restaurant was dirty, and the tableware was not clean.",Negative
1761,"The drinks were amazing, and the presentation was beautiful.",Positive
1762,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1763,The meal was average; I've had better at cheaper places.,Neutral
1764,"The drinks were amazing, and the presentation was beautiful.",Positive
1765,A fantastic experience overall! Highly recommend trying the steak.,Positive
1766,The waitstaff was incredibly friendly and accommodating.,Positive
1767,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1768,"The drinks were amazing, and the presentation was beautiful.",Positive
1769,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1770,The live music added a lovely touch to the meal.,Positive
1771,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1772,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1773,"Service was neither bad nor great, just average.",Neutral
1774,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1775,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1776,"Prices were reasonable, but the quality was lacking.",Neutral
1777,I left the restaurant hungry because the portions were too small.,Negative
1778,A fantastic experience overall! Highly recommend trying the steak.,Positive
1779,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1780,"The portions were generous, and the flavors were rich and satisfying.",Positive
1781,The staff ignored us for most of the evening.,Negative
1782,"The decor was fine, but nothing extraordinary.",Neutral
1783,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1784,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1785,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1786,The live music added a lovely touch to the meal.,Positive
1787,"The ambiance was too noisy, and it ruined the meal.",Negative
1788,"The ambiance was too noisy, and it ruined the meal.",Negative
1789,"It was okay, nothing too special about the experience.",Neutral
1790,"The food was inedible, and I felt sick afterward.",Negative
1791,The live music added a lovely touch to the meal.,Positive
1792,Completely overpriced for the quality of food served.,Negative
1793,"The drinks were amazing, and the presentation was beautiful.",Positive
1794,"It was okay, nothing too special about the experience.",Neutral
1795,It was worth every penny for such an incredible dining experience.,Positive
1796,The meal was average; I've had better at cheaper places.,Neutral
1797,It was worth every penny for such an incredible dining experience.,Positive
1798,"The ambiance was too noisy, and it ruined the meal.",Negative
1799,The live music added a lovely touch to the meal.,Positive
1800,The waitstaff was incredibly friendly and accommodating.,Positive
1801,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1802,"Prices were reasonable, but the quality was lacking.",Neutral
1803,"Service was neither bad nor great, just average.",Neutral
1804,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1805,The meal was average; I've had better at cheaper places.,Neutral
1806,"The portions were generous, and the flavors were rich and satisfying.",Positive
1807,The food was absolutely delicious and the service was excellent.,Positive
1808,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1809,The food was absolutely delicious and the service was excellent.,Positive
1810,The overall experience was mediocre at best.,Neutral
1811,The overall experience was mediocre at best.,Neutral
1812,"The decor was fine, but nothing extraordinary.",Neutral
1813,The staff ignored us for most of the evening.,Negative
1814,The live music added a lovely touch to the meal.,Positive
1815,"The ambiance was too noisy, and it ruined the meal.",Negative
1816,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1817,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1818,The live music added a lovely touch to the meal.,Positive
1819,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1820,"The restaurant was dirty, and the tableware was not clean.",Negative
1821,"Prices were reasonable, but the quality was lacking.",Neutral
1822,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1823,"The decor was fine, but nothing extraordinary.",Neutral
1824,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1825,Everything from the appetizers to the main course was perfect!,Positive
1826,"The drinks were amazing, and the presentation was beautiful.",Positive
1827,It was worth every penny for such an incredible dining experience.,Positive
1828,"The ambiance was too noisy, and it ruined the meal.",Negative
1829,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1830,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1831,The food was absolutely delicious and the service was excellent.,Positive
1832,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1833,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1834,It was worth every penny for such an incredible dining experience.,Positive
1835,The overall experience was mediocre at best.,Neutral
1836,"The food was inedible, and I felt sick afterward.",Negative
1837,The waitstaff was incredibly friendly and accommodating.,Positive
1838,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1839,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1840,The waitstaff was incredibly friendly and accommodating.,Positive
1841,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1842,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1843,"Prices were reasonable, but the quality was lacking.",Neutral
1844,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1845,"Food was served quickly, but the taste was just alright.",Neutral
1846,"The restaurant was dirty, and the tableware was not clean.",Negative
1847,It was worth every penny for such an incredible dining experience.,Positive
1848,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1849,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1850,The meal was average; I've had better at cheaper places.,Neutral
1851,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1852,The live music added a lovely touch to the meal.,Positive
1853,The food was absolutely delicious and the service was excellent.,Positive
1854,Everything from the appetizers to the main course was perfect!,Positive
1855,It was worth every penny for such an incredible dining experience.,Positive
1856,"The decor was fine, but nothing extraordinary.",Neutral
1857,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1858,The live music added a lovely touch to the meal.,Positive
1859,The staff ignored us for most of the evening.,Negative
1860,The waitstaff was incredibly friendly and accommodating.,Positive
1861,"The drinks were amazing, and the presentation was beautiful.",Positive
1862,"The restaurant was dirty, and the tableware was not clean.",Negative
1863,The meal was average; I've had better at cheaper places.,Neutral
1864,"The restaurant was dirty, and the tableware was not clean.",Negative
1865,The live music added a lovely touch to the meal.,Positive
1866,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1867,Everything from the appetizers to the main course was perfect!,Positive
1868,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1869,The meal was average; I've had better at cheaper places.,Neutral
1870,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1871,"Service was neither bad nor great, just average.",Neutral
1872,The live music added a lovely touch to the meal.,Positive
1873,"It was okay, nothing too special about the experience.",Neutral
1874,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1875,"Prices were reasonable, but the quality was lacking.",Neutral
1876,"Prices were reasonable, but the quality was lacking.",Neutral
1877,It was worth every penny for such an incredible dining experience.,Positive
1878,"Prices were reasonable, but the quality was lacking.",Neutral
1879,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1880,Completely overpriced for the quality of food served.,Negative
1881,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1882,"The drinks were amazing, and the presentation was beautiful.",Positive
1883,Everything from the appetizers to the main course was perfect!,Positive
1884,"The restaurant was dirty, and the tableware was not clean.",Negative
1885,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1886,"It was okay, nothing too special about the experience.",Neutral
1887,The staff ignored us for most of the evening.,Negative
1888,"The food was inedible, and I felt sick afterward.",Negative
1889,Everything from the appetizers to the main course was perfect!,Positive
1890,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1891,"Food was served quickly, but the taste was just alright.",Neutral
1892,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1893,"The food was inedible, and I felt sick afterward.",Negative
1894,The food was absolutely delicious and the service was excellent.,Positive
1895,The live music added a lovely touch to the meal.,Positive
1896,"Service was neither bad nor great, just average.",Neutral
1897,The meal was average; I've had better at cheaper places.,Neutral
1898,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1899,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1900,The staff ignored us for most of the evening.,Negative
1901,"The portions were generous, and the flavors were rich and satisfying.",Positive
1902,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1903,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1904,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1905,"Service was neither bad nor great, just average.",Neutral
1906,"Service was neither bad nor great, just average.",Neutral
1907,"Food was served quickly, but the taste was just alright.",Neutral
1908,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1909,Everything from the appetizers to the main course was perfect!,Positive
1910,"The portions were generous, and the flavors were rich and satisfying.",Positive
1911,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1912,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1913,"Food was served quickly, but the taste was just alright.",Neutral
1914,"The decor was fine, but nothing extraordinary.",Neutral
1915,The live music added a lovely touch to the meal.,Positive
1916,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1917,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1918,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1919,A fantastic experience overall! Highly recommend trying the steak.,Positive
1920,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1921,"The ambiance was too noisy, and it ruined the meal.",Negative
1922,Everything from the appetizers to the main course was perfect!,Positive
1923,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1924,Everything from the appetizers to the main course was perfect!,Positive
1925,"The decor was fine, but nothing extraordinary.",Neutral
1926,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1927,"The food was inedible, and I felt sick afterward.",Negative
1928,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1929,"The drinks were amazing, and the presentation was beautiful.",Positive
1930,The overall experience was mediocre at best.,Neutral
